DateTime,Power_predicted_values
2024-01-27 09:00:00,1.7575881
2024-01-27 10:00:00,1.4071035
2024-01-27 11:00:00,4.9765368
2024-01-27 12:00:00,4.663834
2024-01-27 13:00:00,4.994843
2024-01-27 14:00:00,5.9599633
2024-01-27 15:00:00,15.092654
2024-01-27 16:00:00,20.789158
2024-01-27 17:00:00,3.4064372
2024-01-27 18:00:00,1.5686245
2024-01-27 19:00:00,28.356153
2024-01-27 20:00:00,22.524134
2024-01-27 21:00:00,24.63246
2024-01-27 22:00:00,26.72143
2024-01-27 23:00:00,21.564465
2024-01-28 00:00:00,22.456923
2024-01-28 01:00:00,39.70002
2024-01-28 02:00:00,37.214554
2024-01-28 03:00:00,38.28423
2024-01-28 04:00:00,43.7111
2024-01-28 05:00:00,42.07491
2024-01-28 06:00:00,27.902143
2024-01-28 07:00:00,16.081293
2024-01-28 08:00:00,12.654452
2024-01-28 09:00:00,10.764013
2024-01-28 10:00:00,1.921947
2024-01-28 11:00:00,0.15996057
2024-01-28 12:00:00,-0.15976954
2024-01-28 13:00:00,0.049037218
2024-01-28 14:00:00,0.12972721
2024-01-28 15:00:00,0.15007585
2024-01-28 16:00:00,-0.08618772
2024-01-28 17:00:00,0.13688308
2024-01-28 18:00:00,0.4293695
2024-01-28 19:00:00,3.0981991
2024-01-28 20:00:00,3.7600138
2024-01-28 21:00:00,5.0671535
2024-01-28 22:00:00,10.813365
2024-01-28 23:00:00,15.719814
2024-01-29 00:00:00,27.453585
2024-01-29 01:00:00,17.736437
2024-01-29 02:00:00,24.716724
2024-01-29 03:00:00,27.396809
2024-01-29 04:00:00,21.60965
2024-01-29 05:00:00,19.542246
2024-01-29 06:00:00,21.595045
2024-01-29 07:00:00,16.238148
2024-01-29 08:00:00,6.034109
2024-01-29 09:00:00,5.305856
2024-01-29 10:00:00,3.0103152
2024-01-29 11:00:00,2.9120913
2024-01-29 12:00:00,3.2668977
2024-01-29 13:00:00,2.2062285
2024-01-29 14:00:00,2.6628067
2024-01-29 15:00:00,1.2081513
2024-01-29 16:00:00,0.5488633
2024-01-29 17:00:00,-0.05873388
2024-01-29 18:00:00,0.48873234
2024-01-29 19:00:00,1.0286033
2024-01-29 20:00:00,6.080447
2024-01-29 21:00:00,11.852561
2024-01-29 22:00:00,13.948154
2024-01-29 23:00:00,18.552294
2024-01-30 00:00:00,33.73377
2024-01-30 01:00:00,44.227535
2024-01-30 02:00:00,41.280266
2024-01-30 03:00:00,50.235577
2024-01-30 04:00:00,37.65377
2024-01-30 05:00:00,45.87286
2024-01-30 06:00:00,45.756
2024-01-30 07:00:00,45.325138
2024-01-30 08:00:00,49.63062
2024-01-30 09:00:00,45.89015
2024-01-30 10:00:00,35.741554
2024-01-30 11:00:00,33.442905
2024-01-30 12:00:00,23.144234
2024-01-30 13:00:00,18.501543
2024-01-30 14:00:00,25.630064
2024-01-30 15:00:00,15.69421
2024-01-30 16:00:00,7.864962
2024-01-30 17:00:00,2.8340187
2024-01-30 18:00:00,3.7289762
2024-01-30 19:00:00,10.40263
2024-01-30 20:00:00,16.110529
2024-01-30 21:00:00,13.189304
2024-01-30 22:00:00,13.420202
2024-01-30 23:00:00,10.887754
2024-01-31 00:00:00,25.438713
2024-01-31 01:00:00,44.090794
2024-01-31 02:00:00,37.506725
2024-01-31 03:00:00,45.30416
2024-01-31 04:00:00,44.094437
2024-01-31 05:00:00,46.725384
2024-01-31 06:00:00,43.187492
2024-01-31 07:00:00,47.297188
2024-01-31 08:00:00,53.35019
2024-01-31 09:00:00,37.892994
2024-01-31 10:00:00,37.73333
2024-01-31 11:00:00,32.50617
2024-01-31 12:00:00,36.252148
2024-01-31 13:00:00,45.40375
2024-01-31 14:00:00,44.099545
2024-01-31 15:00:00,33.29184
2024-01-31 16:00:00,18.551435
2024-01-31 17:00:00,20.369074
2024-01-31 18:00:00,15.01837
2024-01-31 19:00:00,11.823599
2024-01-31 20:00:00,6.7095013
2024-01-31 21:00:00,6.444937
2024-01-31 22:00:00,8.672727
2024-01-31 23:00:00,6.930483
